Sr. No.,Date,Exhibition Id,Visitor Id,Products,Payment Mode,Amount
378,23/Dec/2019,KOL12019,KOL1987337,Dry Fruit,Cash,19000
379,23/Dec/2019,KOL12019,KOL1964882,Dry Fruit,Cash,500
380,22/Dec/2019,KOL12019,KOL1946883,Dry Fruit,Cash,20200
381,22/Dec/2019,KOL12019,KOL1917238,Dry Fruit,Cash,10000
382,22/Dec/2019,KOL12019,KOL1967343,Dry Fruit,Cash,10000
383,22/Dec/2019,KOL12019,KOL1881010,Dry Fruit,Cash,9817
384,22/Dec/2019,KOL12019,KOL1915762,Dry Fruit,Cash,510
385,22/Dec/2019,KOL12019,KOL1972138,Dry Fruit,Cash,11025
386,22/Dec/2019,KOL12019,KOL1912342,Dry Fruit,Cash,8010
387,22/Dec/2019,KOL12019,KOL1924531,Dry Fruit,Cash,13950
388,22/Dec/2019,KOL12019,KOL1962385,Dry Fruit,Cash,19900
389,22/Dec/2019,KOL12019,KOL1963575,Dry Fruit,Cash,10905
390,22/Dec/2019,KOL12019,KOL1958323,Dry Fruit,Cash,8150
391,22/Dec/2019,KOL12019,KOL1983833,Dry Fruit,Cash,9700
392,22/Dec/2019,KOL12019,KOL1977148,Dry Fruit,Cash,8510
393,22/Dec/2019,KOL12019,KOL1837271,Dry Fruit,Cash,10664
394,22/Dec/2019,KOL12019,KOL1973466,Dry Fruit,Cash,14200
395,22/Dec/2019,KOL12019,KOL1933114,Dry Fruit,Cash,10000
396,22/Dec/2019,KOL12019,KOL1943541,Dry Fruit,Cash,29850
397,21/Dec/2019,KOL12019,KOL1923285,Dry Fruit,Cash,7204
398,21/Dec/2019,KOL12019,KOL1924176,Dry Fruit,Cash,9540
399,21/Dec/2019,KOL12019,KOL1832746,Dry Fruit,Cash,550
400,21/Dec/2019,KOL12019,KOL1948133,Dry Fruit,Cash,10000
401,21/Dec/2019,KOL12019,KOL1963233,Dry Fruit,Cash,30000
402,21/Dec/2019,KOL12019,KOL1933178,Dry Fruit,Cash,9000
403,21/Dec/2019,KOL12019,KOL1928452,Dry Fruit,Cash,19142
404,21/Dec/2019,KOL12019,KOL1917374,Dry Fruit,Cash,9410
405,21/Dec/2019,KOL12019,KOL1983734,Dry Fruit,Cash,10000
406,21/Dec/2019,KOL12019,KOL1932532,Dry Fruit,Cash,8157
407,21/Dec/2019,KOL12019,KOL1981214,Dry Fruit,Cash,10000
408,21/Dec/2019,KOL12019,KOL1956131,Dry Fruit,Cash,550
409,20/Dec/2019,KOL12019,KOL1913343,Dry Fruit,Cash,10700
410,20/Dec/2019,KOL12019,KOL1932577,Dry Fruit,Cash,16200
411,20/Dec/2019,KOL12019,KOL1982862,Dry Fruit,Cash,8100
412,20/Dec/2019,KOL12019,KOL1918262,Dry Fruit,Cash,10000
413,20/Dec/2019,KOL12019,KOL1965688,Dry Fruit,Cash,15000
414,20/Dec/2019,KOL12019,KOL1917333,Dry Fruit,Cash,10000
415,19/Dec/2019,KOL12019,KOL1988276,Dry Fruit,Cash,10000
416,18/Dec/2019,KOL12019,KOL1985813,Dry Fruit,Cash,10300
417,18/Dec/2019,KOL12019,KOL1968021,Dry Fruit,Cash,142500
418,18/Dec/2019,KOL12019,KOL1988626,Dry Fruit,Cash,8550
419,18/Dec/2019,KOL12019,KOL1982586,Dry Fruit,Cash,8000
420,17/Dec/2019,KOL12019,KOL1941683,Dry Fruit,Cash,13000
421,17/Dec/2019,KOL12019,KOL1937147,Dry Fruit,Credit Card,10000
422,17/Dec/2019,KOL12019,KOL1927753,Dry Fruit,Cash,15312
423,17/Dec/2019,KOL12019,KOL1974283,Dry Fruit,Cash,13320
424,16/Dec/2019,KOL12019,KOL1888367,Dry Fruit,Cash,1
425,15/Dec/2019,KOL12019,KOL1952832,Dry Fruit,Cash,8000
426,15/Dec/2019,KOL12019,KOL1102747,Dry Fruit,Cash,7100
427,15/Dec/2019,KOL12019,KOL1962717,Dry Fruit,Credit Card,60000
428,15/Dec/2019,KOL12019,KOL1801847,Dry Fruit,Cash,600
429,15/Dec/2019,KOL12019,KOL1961538,Dry Fruit,Cash,20750
430,15/Dec/2019,KOL12019,KOL1964268,Dry Fruit,Cash,9000
431,15/Dec/2019,KOL12019,KOL1913148,Dry Fruit,Cash,600
432,15/Dec/2019,KOL12019,KOL1976071,Dry Fruit,Cash,9000
433,15/Dec/2019,KOL12019,KOL1938265,Dry Fruit,Cash,10500
434,14/Dec/2019,KOL12019,KOL1978248,Dry Fruit,Cash,30360
435,13/Dec/2019,KOL12019,KOL1964622,Dry Fruit,Cash,600
436,13/Dec/2019,KOL12019,KOL1957271,Dry Fruit,Cash,600
437,13/Dec/2019,KOL12019,KOL1968785,Dry Fruit,Cash,27000
438,13/Dec/2019,KOL12019,KOL1937654,Dry Fruit,Cash,9400
439,25/Dec/2019,KOL12019,KOL1965386,Duppatta,Cash,10000
440,25/Dec/2019,KOL12019,KOL1987811,Duppatta,Cash,26110
441,25/Dec/2019,KOL12019,KOL1844356,Duppatta,Cash,100
442,25/Dec/2019,KOL12019,KOL1975252,Duppatta,Cash,250
443,25/Dec/2019,KOL12019,KOL1928162,Duppatta,Cash,5600
444,25/Dec/2019,KOL12019,KOL1912637,Duppatta,Cash,5000
445,25/Dec/2019,KOL12019,KOL1962214,Duppatta,Cash,550
446,24/Dec/2019,KOL12019,KOL1956556,Duppatta,Cash,7500
447,18/Dec/2019,KOL12019,KOL1915218,Duppatta,Cash,5200
448,18/Dec/2019,KOL12019,KOL1935468,Duppatta,Cash,6600
449,25/Dec/2019,KOL12019,KOL1985528,Electric Chair,Cash,30000
450,25/Dec/2019,KOL12019,KOL1928354,Electric Chair,Cash,30000
451,25/Dec/2019,KOL12019,KOL1918246,Electric Chair,Cash,51000
452,25/Dec/2019,KOL12019,KOL1968651,Electric Chair,Cash,50500
453,25/Dec/2019,KOL12019,KOL1924758,electric chair,Cash,95000
454,25/Dec/2019,KOL12019,KOL1966466,Electric Chair,Cash,50500
455,21/Dec/2019,KOL12019,KOL1931253,Electric Chair,Cash,30000
456,20/Dec/2019,KOL12019,KOL1953363,Electric Chair,Cash,49040
457,20/Dec/2019,KOL12019,KOL1946427,Electric Chair,Cash,30500
458,17/Dec/2019,KOL12019,KOL1947141,Electric Chair,Cash,30000
459,17/Dec/2019,KOL12019,KOL1947141,Electric Chair,Cash,30000
460,17/Dec/2019,KOL12019,KOL1916178,Electric Chair,Cash,50000
461,15/Dec/2019,KOL12019,KOL1988438,Electric Chair,Cash,30300
462,15/Dec/2019,KOL12019,KOL1933541,Electric Chair,Cash,30600
463,15/Dec/2019,KOL12019,KOL1933541,Electric Chair,Cash,30600
464,14/Dec/2019,KOL12019,KOL1978248,Electric Chair,Cash,30360
465,13/Dec/2019,KOL12019,KOL1983673,Electric Chair,Credit Card,30600
466,13/Dec/2019,KOL12019,KOL1978248,Electric Chair,Cash,30360
467,25/Dec/2019,KOL12019,KOL1987356,Electric Tandoor,Cash,5200
468,25/Dec/2019,KOL12019,KOL1974728,Electric Tandoor,Cash,6000
469,23/Dec/2019,KOL12019,KOL1863718,Electric Tandoor,Credit Card,3300
470,22/Dec/2019,KOL12019,KOL1986748,Electric Tandoor,Cash,3000
471,22/Dec/2019,KOL12019,KOL1947744,Electric Tandoor,Cash,5300
472,15/Dec/2019,KOL12019,KOL1987841,Electric Tandoor,Cash,2500
473,15/Dec/2019,KOL12019,KOL1916557,Electric Tandoor,Credit Card,1750
474,25/Dec/2019,KOL12019,KOL1968853,Etthnic Wear,Cash,280
475,25/Dec/2019,KOL12019,KOL1918726,Etthnic Wear,Cash,7500
476,24/Dec/2019,KOL12019,KOL1973837,Etthnic Wear,Cash,2498
477,24/Dec/2019,KOL12019,KOL1978367,Etthnic Wear,Cash,985
478,23/Dec/2019,KOL12019,KOL1978657,Etthnic Wear,Cash,2700
479,23/Dec/2019,KOL12019,KOL1931756,Etthnic Wear,Cash,5000
480,23/Dec/2019,KOL12019,KOL1947282,Etthnic Wear,Cash,200
481,23/Dec/2019,KOL12019,KOL1913348,Etthnic Wear,Cash,6550
482,23/Dec/2019,KOL12019,KOL1976575,Etthnic Wear,Cash,6000
483,22/Dec/2019,KOL12019,KOL1953838,Etthnic Wear,Cash,2000
484,22/Dec/2019,KOL12019,KOL1937887,Etthnic Wear,Cash,8000
485,13/Dec/2019,KOL12019,KOL1954641,Etthnic Wear,Cash,4000
486,13/Dec/2019,KOL12019,KOL1932126,Etthnic Wear,Cash,3820
487,25/Dec/2019,KOL12019,KOL1932866,Flavored Drinks,Cash,40
488,25/Dec/2019,KOL12019,KOL1921327,Flavored Drinks,Cash,260
489,25/Dec/2019,KOL12019,KOL1853051,Flavored Drinks,Cash,180
490,24/Dec/2019,KOL12019,KOL1927615,Flavored Drinks,Cash,2080
491,23/Dec/2019,KOL12019,KOL1915130,Flavored Drinks,Cash,280
492,23/Dec/2019,KOL12019,KOL1912821,Flavored Drinks,Credit Card,3118
493,23/Dec/2019,KOL12019,KOL1925772,Flavored Drinks,Cash,540
494,23/Dec/2019,KOL12019,KOL1985326,Flavored Drinks,Cash,6118
495,23/Dec/2019,KOL12019,KOL1616653,Flavored Drinks,Cash,900
496,23/Dec/2019,KOL12019,KOL1915130,Flavored Drinks,Cash,500
497,22/Dec/2019,KOL12019,KOL1111485,Flavored Drinks,Cash,1366
498,21/Dec/2019,KOL12019,KOL1912266,Flavored Drinks,Cash,7630
499,21/Dec/2019,KOL12019,KOL1953524,Flavored Drinks,Cash,180
500,20/Dec/2019,KOL12019,KOL1986834,Flavored Drinks,Cash,360
501,15/Dec/2019,KOL12019,KOL1958737,Flavored Drinks,Credit Card,620
502,15/Dec/2019,KOL12019,KOL1937334,Flavored Drinks,Cash,395
503,15/Dec/2019,KOL12019,KOL1946185,Flavored Drinks,Cash,180
504,15/Dec/2019,KOL12019,KOL1941872,Flavored Drinks,Cash,180
505,15/Dec/2019,KOL12019,KOL1941872,Flavored Drinks,Cash,360
506,13/Dec/2019,KOL12019,KOL1924143,Flavored Drinks,Cash,6200
507,25/Dec/2019,KOL12019,KOL1823675,Food Mixes,Cash,277
508,25/Dec/2019,KOL12019,KOL1823675,Food Mixes,Cash,1271
509,23/Dec/2019,KOL12019,KOL1927611,Food Mixes,Cash,400
510,20/Dec/2019,KOL12019,KOL1948243,Food Mixes,Cash,1400
511,25/Dec/2019,KOL12019,KOL1840641,frames & artifacts,Cash,2500
512,17/Dec/2019,KOL12019,KOL1923216,frames & artifacts,Cash,2400
513,15/Dec/2019,KOL12019,KOL1937210,frames & artifacts,Cash,3800
514,25/Dec/2019,KOL12019,KOL1962343,"frames & artifacts,Painting",Cash,18000
515,23/Dec/2019,KOL12019,KOL1913132,"frames & artifacts,Painting",Cash,4000
516,24/Dec/2019,KOL12019,KOL1976583,Fridge,Cash,110000
517,24/Dec/2019,KOL12019,KOL1945321,Fridge,Cash,125400
518,21/Dec/2019,KOL12019,KOL1934521,Fridge,Cash,136250
519,17/Dec/2019,KOL12019,KOL1913867,Fridge,Cash,125000
520,25/Dec/2019,KOL12019,KOL1948736,Fruit Juices,Cash,2400
521,25/Dec/2019,KOL12019,KOL1977114,Fruit Juices,Cash,2845
522,24/Dec/2019,KOL12019,KOL1952614,Fruit Juices,Cash,4578
523,24/Dec/2019,KOL12019,KOL1968316,Fruit Juices,Cash,5000
524,23/Dec/2019,KOL12019,KOL1926352,Fruit Juices,Cash,1005
525,23/Dec/2019,KOL12019,KOL1971521,Fruit Juices,Cash,1000
526,23/Dec/2019,KOL12019,KOL1936526,Fruit Juices,Cash,360
527,23/Dec/2019,KOL12019,KOL1911663,Fruit Juices,Cash,1120
528,23/Dec/2019,KOL12019,KOL1943813,Fruit Juices,Cash,1000
529,22/Dec/2019,KOL12019,KOL1926514,Fruit Juices,Cash,3280
530,22/Dec/2019,KOL12019,KOL1660677,Fruit Juices,Cash,3800
531,22/Dec/2019,KOL12019,KOL1660677,Fruit Juices,Cash,950
532,21/Dec/2019,KOL12019,KOL1958276,Fruit Juices,Cash,5000
533,20/Dec/2019,KOL12019,KOL1911733,Fruit Juices,Cash,150
534,20/Dec/2019,KOL12019,KOL1931555,Fruit Juices,Cash,425
535,20/Dec/2019,KOL12019,KOL1923721,Fruit Juices,Cash,299
536,19/Dec/2019,KOL12019,KOL1936638,Fruit Juices,Cash,865
537,19/Dec/2019,KOL12019,KOL1917538,Fruit Juices,Cash,1150
538,19/Dec/2019,KOL12019,KOL1914165,Fruit Juices,Cash,800
539,19/Dec/2019,KOL12019,KOL1911217,Fruit Juices,Cash,1101
540,18/Dec/2019,KOL12019,KOL1832746,Fruit Juices,Cash,6000
541,18/Dec/2019,KOL12019,KOL1923861,Fruit Juices,Cash,60
542,18/Dec/2019,KOL12019,KOL1971625,Fruit Juices,Cash,3300
543,18/Dec/2019,KOL12019,KOL1808748,Fruit Juices,Cash,1000
544,17/Dec/2019,KOL12019,KOL1947882,Fruit Juices,Cash,225
545,17/Dec/2019,KOL12019,KOL1938438,Fruit Juices,Cash,583
546,16/Dec/2019,KOL12019,KOL1953375,Fruit Juices,Cash,220
547,15/Dec/2019,KOL12019,KOL1987554,Fruit Juices,Cash,1401
548,15/Dec/2019,KOL12019,KOL1967217,Fruit Juices,Cash,5095
549,15/Dec/2019,KOL12019,KOL1987554,Fruit Juices,Cash,1140
550,15/Dec/2019,KOL12019,KOL1966848,Fruit Juices,Cash,12100
551,15/Dec/2019,KOL12019,KOL1975248,Fruit Juices,Cash,1010
552,15/Dec/2019,KOL12019,KOL1967217,Fruit Juices,Cash,105
553,15/Dec/2019,KOL12019,KOL1921563,Fruit Juices,Cash,320
554,15/Dec/2019,KOL12019,KOL1951433,Fruit Juices,Cash,120
555,14/Dec/2019,KOL12019,KOL1958658,Fruit Juices,Cash,2200
556,14/Dec/2019,KOL12019,KOL1958658,Fruit Juices,Cash,1211
557,14/Dec/2019,KOL12019,KOL1870456,Fruit Juices,Cash,9520
558,13/Dec/2019,KOL12019,KOL1925436,Fruit Juices,Cash,2100
559,13/Dec/2019,KOL12019,KOL1974283,Fruit Juices,Cash,100
560,23/Dec/2019,KOL12019,KOL1933854,Fruits,Cash,250
561,23/Dec/2019,KOL12019,KOL1981278,"Fruits,Vegetables",Cash,1050
562,25/Dec/2019,KOL12019,KOL1925411,Furniture,Cash,8968
563,25/Dec/2019,KOL12019,KOL1952143,Furniture,Cash,1150
564,25/Dec/2019,KOL12019,KOL1952143,Furniture,Cash,3500
565,25/Dec/2019,KOL12019,KOL1950283,Furniture,Cash,2000
566,25/Dec/2019,KOL12019,KOL1974871,Furniture,Cash,290
567,25/Dec/2019,KOL12019,KOL1927858,Furniture,Cash,6900
568,25/Dec/2019,KOL12019,KOL1942461,Furniture,Cash,16000
569,25/Dec/2019,KOL12019,KOL1825512,Furniture,Cash,500
570,25/Dec/2019,KOL12019,KOL1952546,Furniture,Cash,88000
571,25/Dec/2019,KOL12019,KOL1967212,Furniture,Cash,112
572,25/Dec/2019,KOL12019,KOL1900333,Furniture,Cash,350
573,25/Dec/2019,KOL12019,KOL1925128,Furniture,Net Banking,10999
574,25/Dec/2019,KOL12019,KOL1952234,Furniture,Cheque,325347
575,24/Dec/2019,KOL12019,KOL1914462,Furniture,Cash,77000
576,24/Dec/2019,KOL12019,KOL1983673,Furniture,Cash,19400
577,24/Dec/2019,KOL12019,KOL1933784,Furniture,Cash,10000
578,24/Dec/2019,KOL12019,KOL1914462,Furniture,Cash,14200
579,24/Dec/2019,KOL12019,KOL1972746,Furniture,Cash,20000
580,24/Dec/2019,KOL12019,KOL1961832,Furniture,Credit Card,127375
581,23/Dec/2019,KOL12019,KOL1947282,Furniture,Credit Card,21000
582,23/Dec/2019,KOL12019,KOL1906235,Furniture,Cash,15700
583,23/Dec/2019,KOL12019,KOL1955512,Furniture,Credit Card,3200
584,23/Dec/2019,KOL12019,KOL1986153,Furniture,Cash,67000
585,23/Dec/2019,KOL12019,KOL1947725,Furniture,Cash,11000
586,23/Dec/2019,KOL12019,KOL1961638,Furniture,Credit Card,13800
587,23/Dec/2019,KOL12019,KOL1965773,Furniture,Cash,19390
588,23/Dec/2019,KOL12019,KOL1961638,Furniture,Credit Card,5000
589,23/Dec/2019,KOL12019,KOL1955512,Furniture,Credit Card,7500
590,22/Dec/2019,KOL12019,KOL1925868,Furniture,Credit Card,35000
591,22/Dec/2019,KOL12019,KOL1917123,Furniture,Cash,102500
592,22/Dec/2019,KOL12019,KOL1967238,Furniture,Cash,27000
593,22/Dec/2019,KOL12019,KOL1953523,Furniture,Cash,11500
594,22/Dec/2019,KOL12019,KOL1932428,Furniture,Cash,8755
595,22/Dec/2019,KOL12019,KOL1924554,Furniture,Cash,21000
596,22/Dec/2019,KOL12019,KOL1975372,Furniture,Cash,17000
597,22/Dec/2019,KOL12019,KOL1982768,Furniture,Cash,51000
598,22/Dec/2019,KOL12019,KOL1916431,Furniture,Cash,51000
599,22/Dec/2019,KOL12019,KOL1832545,Furniture,Cash,25000
600,22/Dec/2019,KOL12019,KOL1911842,Furniture,Cash,10000
601,22/Dec/2019,KOL12019,KOL1941621,Furniture,Cash,10000
602,22/Dec/2019,KOL12019,KOL1925576,Furniture,Cash,3500
603,22/Dec/2019,KOL12019,KOL1936538,Furniture,Cash,7000
604,22/Dec/2019,KOL12019,KOL1924532,Furniture,Cash,10000
605,22/Dec/2019,KOL12019,KOL1816844,Furniture,Cash,10000
606,22/Dec/2019,KOL12019,KOL1955721,Furniture,Cash,31000
607,21/Dec/2019,KOL12019,KOL1947848,Furniture,Cash,11990
608,21/Dec/2019,KOL12019,KOL1934312,Furniture,Credit Card,84000
609,21/Dec/2019,KOL12019,KOL1673730,Furniture,Cash,3520
610,21/Dec/2019,KOL12019,KOL1617186,Furniture,Cash,8000
611,21/Dec/2019,KOL12019,KOL1968454,Furniture,Cash,5500
612,21/Dec/2019,KOL12019,KOL1832746,Furniture,Cash,47000
613,21/Dec/2019,KOL12019,KOL1938231,Furniture,Credit Card,320
614,20/Dec/2019,KOL12019,KOL1913246,Furniture,Cash,116754
615,20/Dec/2019,KOL12019,KOL1945413,Furniture,Cash,105000
616,20/Dec/2019,KOL12019,KOL1972365,Furniture,Cash,560
617,19/Dec/2019,KOL12019,KOL1981266,Furniture,Credit Card,157330
618,19/Dec/2019,KOL12019,KOL1968021,Furniture,Cash,1700
619,18/Dec/2019,KOL12019,KOL1882084,Furniture,Credit Card,29900
620,18/Dec/2019,KOL12019,KOL1967641,Furniture,Cash,1080
621,18/Dec/2019,KOL12019,KOL1957135,Furniture,Cash,38000
622,18/Dec/2019,KOL12019,KOL1947283,Furniture,Cash,4850
623,18/Dec/2019,KOL12019,KOL1913333,Furniture,Cash,1750
624,17/Dec/2019,KOL12019,KOL1976827,Furniture,Cash,67000
625,17/Dec/2019,KOL12019,KOL1982318,Furniture,Cash,133817
626,17/Dec/2019,KOL12019,KOL1836235,Furniture,Credit Card,122920
627,15/Dec/2019,KOL12019,KOL1945466,Furniture,Cash,45000
628,15/Dec/2019,KOL12019,KOL1982484,Furniture,Cash,7300
629,15/Dec/2019,KOL12019,KOL1976528,Furniture,Cash,1200
630,14/Dec/2019,KOL12019,KOL1968642,Furniture,Cash,6000
631,13/Dec/2019,KOL12019,KOL1916477,Furniture,Cash,2250
632,13/Dec/2019,KOL12019,KOL1986443,Furniture,Cash,19000
633,25/Dec/2019,KOL12019,KOL1911854,Garments,Cash,2000
634,25/Dec/2019,KOL12019,KOL1938234,Garments,Cash,3100
635,25/Dec/2019,KOL12019,KOL1988113,Garments,Cash,4000
636,25/Dec/2019,KOL12019,KOL1961138,Garments,Cash,15000
637,25/Dec/2019,KOL12019,KOL1913846,Garments,Cash,500
638,25/Dec/2019,KOL12019,KOL1948736,Garments,Cash,350
639,25/Dec/2019,KOL12019,KOL1985716,Garments,Cash,800
640,25/Dec/2019,KOL12019,KOL1977466,Garments,Cash,2400
641,25/Dec/2019,KOL12019,KOL1952774,Garments,Cash,3000
642,25/Dec/2019,KOL12019,KOL1805435,Garments,Cash,14900
643,25/Dec/2019,KOL12019,KOL1956475,Garments,Cash,3000
644,25/Dec/2019,KOL12019,KOL1823675,Garments,Cash,4700
645,25/Dec/2019,KOL12019,KOL1941322,Garments,Cash,400
646,25/Dec/2019,KOL12019,KOL1952122,Garments,Cash,6000
647,25/Dec/2019,KOL12019,KOL1972431,Garments,Cash,5050
648,25/Dec/2019,KOL12019,KOL1964634,Garments,Cash,12000
649,25/Dec/2019,KOL12019,KOL1982674,Garments,Cash,8460
650,25/Dec/2019,KOL12019,KOL1921623,Garments,Cash,5800
651,25/Dec/2019,KOL12019,KOL1955113,Garments,Cash,7000
652,25/Dec/2019,KOL12019,KOL1918278,Garments,Cash,5600
653,25/Dec/2019,KOL12019,KOL1855376,Garments,Cash,1164
654,25/Dec/2019,KOL12019,KOL1916431,Garments,Cash,5000
655,25/Dec/2019,KOL12019,KOL1977114,Garments,Cash,6680
656,25/Dec/2019,KOL12019,KOL1936266,Garments,Cash,7000
657,25/Dec/2019,KOL12019,KOL1971762,Garments,Cash,4800
658,25/Dec/2019,KOL12019,KOL1665828,Garments,Cash,8500
659,25/Dec/2019,KOL12019,KOL1985716,Garments,Cash,1500
660,25/Dec/2019,KOL12019,KOL1972884,Garments,Cash,3600
661,25/Dec/2019,KOL12019,KOL1953448,Garments,Cash,3600
662,25/Dec/2019,KOL12019,KOL1982674,Garments,Cash,6000
663,25/Dec/2019,KOL12019,KOL1927771,Garments,Cash,80000
664,25/Dec/2019,KOL12019,KOL1888420,Garments,Cash,2500
665,25/Dec/2019,KOL12019,KOL1981271,Garments,Cash,5000
666,25/Dec/2019,KOL12019,KOL1942212,Garments,Cash,3300
667,25/Dec/2019,KOL12019,KOL1887866,Garments,Cash,75
668,25/Dec/2019,KOL12019,KOL1982111,Garments,Cash,10000
669,25/Dec/2019,KOL12019,KOL1977466,Garments,Cash,15600
670,25/Dec/2019,KOL12019,KOL1982674,Garments,Cash,6420
671,25/Dec/2019,KOL12019,KOL1972884,Garments,Cash,800
672,25/Dec/2019,KOL12019,KOL1927361,Garments,Cash,1300
673,25/Dec/2019,KOL12019,KOL1928631,Garments,Cash,6650
674,25/Dec/2019,KOL12019,KOL1938234,Garments,Cash,2250
675,25/Dec/2019,KOL12019,KOL1988815,Garments,Cash,33500
676,25/Dec/2019,KOL12019,KOL1853051,Garments,Cash,250
677,25/Dec/2019,KOL12019,KOL1915726,Garments,Cash,5000
678,25/Dec/2019,KOL12019,KOL1937622,Garments,Cash,6000
679,25/Dec/2019,KOL12019,KOL1941322,Garments,Cash,300
680,25/Dec/2019,KOL12019,KOL1911772,Garments,Credit Card,1300
681,25/Dec/2019,KOL12019,KOL1954883,Garments,Credit Card,10700
682,25/Dec/2019,KOL12019,KOL1972884,Garments,Cash,1600
683,25/Dec/2019,KOL12019,KOL1965817,Garments,Cash,19200
684,25/Dec/2019,KOL12019,KOL1952888,Garments,Cash,14200
685,25/Dec/2019,KOL12019,KOL1915726,Garments,Cash,11700
686,25/Dec/2019,KOL12019,KOL1972432,Garments,Cash,140
687,25/Dec/2019,KOL12019,KOL1888420,Garments,Cash,7000
688,25/Dec/2019,KOL12019,KOL1944868,Garments,Cash,100
689,25/Dec/2019,KOL12019,KOL1943341,Garments,Cash,14500
690,25/Dec/2019,KOL12019,KOL1823675,Garments,Cash,2000
691,25/Dec/2019,KOL12019,KOL1606108,Garments,Cash,50000
692,25/Dec/2019,KOL12019,KOL1967212,Garments,Cash,8460
693,25/Dec/2019,KOL12019,KOL1938465,Garments,Cash,5800
694,25/Dec/2019,KOL12019,KOL1932866,Garments,Cash,1800
695,25/Dec/2019,KOL12019,KOL1973333,Garments,Cash,18500
696,25/Dec/2019,KOL12019,KOL1928332,Garments,Cash,6000
697,25/Dec/2019,KOL12019,KOL1825512,Garments,Cash,3900
698,25/Dec/2019,KOL12019,KOL1936224,Garments,Cash,10000
699,25/Dec/2019,KOL12019,KOL1968853,Garments,Cash,480
700,25/Dec/2019,KOL12019,KOL1982628,Garments,Cash,5001
701,25/Dec/2019,KOL12019,KOL1921456,Garments,Cash,3300
702,25/Dec/2019,KOL12019,KOL1972432,Garments,Cash,2700
703,24/Dec/2019,KOL12019,KOL1953448,Garments,Cash,12574
704,24/Dec/2019,KOL12019,KOL1934457,Garments,Cash,17200
705,24/Dec/2019,KOL12019,KOL1913617,Garments,Cash,9000
706,24/Dec/2019,KOL12019,KOL1971738,Garments,Cash,12000
707,24/Dec/2019,KOL12019,KOL1911874,Garments,Cash,6500
708,24/Dec/2019,KOL12019,KOL1967843,Garments,Cash,13700
709,24/Dec/2019,KOL12019,KOL1925742,Garments,Cash,5000
710,24/Dec/2019,KOL12019,KOL1967314,Garments,Cash,5500
711,24/Dec/2019,KOL12019,KOL1933648,Garments,Cash,2600
712,24/Dec/2019,KOL12019,KOL1923124,Garments,Cash,3000
713,24/Dec/2019,KOL12019,KOL1951843,Garments,Cash,5900
714,24/Dec/2019,KOL12019,KOL1953448,Garments,Cash,12574
715,24/Dec/2019,KOL12019,KOL1936738,Garments,Cash,8900
716,24/Dec/2019,KOL12019,KOL1926488,Garments,Cash,3000
717,24/Dec/2019,KOL12019,KOL1934848,Garments,Cash,8250
718,24/Dec/2019,KOL12019,KOL1986282,Garments,Cash,36899
719,24/Dec/2019,KOL12019,KOL1983883,Garments,Cash,11800
720,24/Dec/2019,KOL12019,KOL1918275,Garments,Cash,6600
721,24/Dec/2019,KOL12019,KOL1922184,Garments,Cash,31000
722,24/Dec/2019,KOL12019,KOL1967843,Garments,Cash,9500
723,24/Dec/2019,KOL12019,KOL1988782,Garments,Cash,5800
724,24/Dec/2019,KOL12019,KOL1938841,Garments,Cash,2000
725,24/Dec/2019,KOL12019,KOL1954533,Garments,Cash,27000
726,24/Dec/2019,KOL12019,KOL1981452,Garments,Cash,2300
727,24/Dec/2019,KOL12019,KOL1971585,Garments,Cash,8100
728,24/Dec/2019,KOL12019,KOL1986262,Garments,Cash,5000
729,24/Dec/2019,KOL12019,KOL1943875,Garments,Cash,8300
730,24/Dec/2019,KOL12019,KOL1975414,Garments,Cash,5050
731,24/Dec/2019,KOL12019,KOL1985231,Garments,Cash,1000
732,24/Dec/2019,KOL12019,KOL1921561,Garments,Credit Card,120655
733,23/Dec/2019,KOL12019,KOL1947528,Garments,Cash,16500
734,23/Dec/2019,KOL12019,KOL1941836,Garments,Cash,2000
735,23/Dec/2019,KOL12019,KOL1922627,Garments,Cash,9700
736,23/Dec/2019,KOL12019,KOL1982738,Garments,Cash,5000
737,23/Dec/2019,KOL12019,KOL1911836,Garments,Cash,2600
738,23/Dec/2019,KOL12019,KOL1947511,Garments,Cash,5000
739,23/Dec/2019,KOL12019,KOL1978535,Garments,Cash,6000
740,23/Dec/2019,KOL12019,KOL1938235,Garments,Cash,11000
741,23/Dec/2019,KOL12019,KOL1968223,Garments,Cash,7000
742,23/Dec/2019,KOL12019,KOL1914265,Garments,Cash,800
743,23/Dec/2019,KOL12019,KOL1982786,Garments,Cash,800
744,23/Dec/2019,KOL12019,KOL1977523,Garments,Cash,1
745,23/Dec/2019,KOL12019,KOL1942313,Garments,Cash,2500
746,23/Dec/2019,KOL12019,KOL1955136,Garments,Cash,6500
747,23/Dec/2019,KOL12019,KOL1912274,Garments,Cash,1000
748,23/Dec/2019,KOL12019,KOL1958278,Garments,Cash,1500
749,23/Dec/2019,KOL12019,KOL1956515,Garments,Cash,7700
750,23/Dec/2019,KOL12019,KOL1978657,Garments,Cash,1100
751,23/Dec/2019,KOL12019,KOL1975387,Garments,Cash,1500
752,23/Dec/2019,KOL12019,KOL1927611,Garments,Cash,320
753,23/Dec/2019,KOL12019,KOL1921384,Garments,Cash,7000
