Sr. No.,Date,ExhibitionId,Products,Mega Consumer Card No.,Payment Mode,Amount
388,22-Dec-18,KOL12018,Garments,KOL1933060,Cash,1800
389,22-Dec-18,KOL12018,Suits,KOL1955858,Cash,6000
390,20-Dec-18,KOL12018,Steam Irons,KOL1937526,Cash,800
391,25-Dec-18,KOL12018,Cosmetics,KOL1972280,Cash,4000
392,15-Dec-18,KOL12018,Massager,KOL1970625,Cash,3100
393,14-Dec-18,KOL12018,Massager,KOL1932622,Cash,5500
394,14-Dec-18,KOL12018,Massager,KOL1935303,Cash,3500
395,24-Dec-18,KOL12018,Bag,KOL1937576,Cash,1040
396,22-Dec-18,KOL12018,Suits,KOL1932012,Cash,4900
397,23-Dec-18,KOL12018,Attar,KOL1924784,Credit Card,27000
398,23-Dec-18,KOL12018,Attar,KOL1932011,Cash,5000
399,22-Dec-18,KOL12018,Furniture,KOL1912461,Credit Card,20610
400,22-Dec-18,KOL12018,Steam Irons,KOL1948382,Cash,3850
401,22-Dec-18,KOL12018,Suits,KOL1957070,Cash,5500
402,24-Dec-18,KOL12018,handloom,KOL1938032,Cash,500
403,25-Dec-18,KOL12018,Jamdani Saree,KOL1942220,Cash,500
404,25-Dec-18,KOL12018,jute bags,KOL1920642,Cash,2800
405,13-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1951884,Cash,12000
406,23-Dec-18,KOL12018,Furniture,KOL1982043,Credit Card,2800
407,23-Dec-18,KOL12018,gym products,KOL1918558,Credit Card,1500
408,23-Dec-18,KOL12018,Massager,KOL1928611,Cash,1500
409,22-Dec-18,KOL12018,Suits,KOL1944676,Cash,1300
410,25-Dec-18,KOL12018,"scarfs,Suits,Kurta,Saree,kurti,Shirts",KOL1958301,Cash,2000
411,25-Dec-18,KOL12018,Garments,KOL1972782,Cash,12000
412,21-Dec-18,KOL12018,Carpet,KOL1187747,Cash,2300
413,17-Dec-18,KOL12018,"Rings,Necklace",KOL1928611,Cash,1500
414,23-Dec-18,KOL12018,handloom,KOL1987526,Credit Card,4000
415,23-Dec-18,KOL12018,gym products,KOL1985337,Cash,4500
416,23-Dec-18,KOL12018,gym products,KOL1161716,Credit Card,3000
417,23-Dec-18,KOL12018,Ceramic ware,KOL1912425,Cash,450
418,23-Dec-18,KOL12018,Garments,KOL1933831,Cash,9000
419,23-Dec-18,KOL12018,Jamdani Saree,KOL1968021,Cash,2500
420,23-Dec-18,KOL12018,Suits,KOL1187747,Cash,900
421,21-Dec-18,KOL12018,"Product Name dummy text,artificial candle & lights",KOL1920743,Cash,4000
422,15-Dec-18,KOL12018,Steam Irons,KOL1958301,Cash,1200
423,15-Dec-18,KOL12018,Suits,KOL1927200,Credit Card,7300
424,25-Dec-18,KOL12018,Carpet,KOL1920003,Credit Card,7700
425,22-Dec-18,KOL12018,Suits,KOL1968415,Cash,5450
426,25-Dec-18,KOL12018,Garments,KOL1970714,Credit Card,42000
427,22-Dec-18,KOL12018,Clock,KOL1975026,Cash,2500
428,22-Dec-18,KOL12018,Fruit Juices,KOL1920642,Cash,1000
429,22-Dec-18,KOL12018,Garments,KOL1988875,Cash,8000
430,25-Dec-18,KOL12018,Mattress,KOL1984627,Cash,500
431,25-Dec-18,KOL12018,Furniture,KOL1955001,Cash,2400
432,22-Dec-18,KOL12018,Wood  furniture,KOL1912425,Cash,600
433,22-Dec-18,KOL12018,Wood  furniture,KOL1955001,Cash,4960
434,13-Dec-18,KOL12018,Garments,KOL1965451,Cash,1200
435,13-Dec-18,KOL12018,Steam Irons,KOL1986887,Cash,1700
436,24-Dec-18,KOL12018,Ceramic ware,KOL1912425,Cash,1070
437,24-Dec-18,KOL12018,Jamdani Saree,KOL1952135,Credit Card,3800
438,25-Dec-18,KOL12018,HealthCare,KOL1915215,Cash,8000
439,20-Dec-18,KOL12018,Cosmetics,KOL1901310,Credit Card,5405
440,17-Dec-18,KOL12018,Jamdani Saree,KOL1928854,Cash,6000
441,21-Dec-18,KOL12018,Carpet,KOL1922208,Credit Card,2500
442,23-Dec-18,KOL12018,Fruit Juices,KOL1914532,Cash,7100
443,14-Dec-18,KOL12018,Chappals,KOL1904578,Cash,800
444,14-Dec-18,KOL12018,Necklace,KOL1947727,Cash,7500
445,14-Dec-18,KOL12018,Necklace,KOL1922208,Credit Card,3900
446,22-Dec-18,KOL12018,Bedsheet,KOL1977886,Cash,5000
447,22-Dec-18,KOL12018,Steam Irons,KOL1938032,Cash,1200
448,17-Dec-18,KOL12018,Air Cooler,KOL1905827,Credit Card,1000
449,17-Dec-18,KOL12018,frames & artifacts,KOL1937684,Cash,4300
450,17-Dec-18,KOL12018,healthacare products,KOL1923134,Cash,2320
451,13-Dec-18,KOL12018,Jamdani Saree,KOL1925783,Cash,3500
452,22-Dec-18,KOL12018,Jamdani Saree,KOL1933064,Cash,1500
453,15-Dec-18,KOL12018,Bag,KOL1920743,Cash,680
454,15-Dec-18,KOL12018,Kitchen appliances,KOL1915465,Credit Card,1200
455,18-Dec-18,KOL12018,Bedsheet,KOL1961087,Credit Card,10000
456,21-Dec-18,KOL12018,gym products,KOL1938032,Cash,4000
457,22-Dec-18,KOL12018,Garments,KOL1941010,Cash,7200
458,22-Dec-18,KOL12018,Kurta,KOL1915086,Cash,12000
459,21-Dec-18,KOL12018,Saree,KOL1946601,Cash,5100
460,20-Dec-18,KOL12018,Garments,KOL1905827,Credit Card,800
461,24-Dec-18,KOL12018,Bag,KOL1965451,Cash,2000
462,24-Dec-18,KOL12018,handloom,KOL1956870,Cash,800
463,24-Dec-18,KOL12018,"Kurta, Dressmaterial,Sarees,Suits",KOL1934078,Cash,3000
464,17-Dec-18,KOL12018,Body oil,KOL1975823,Credit Card,1500
465,17-Dec-18,KOL12018,Fruit Juices,KOL1975823,Credit Card,1000
466,17-Dec-18,KOL12018,Lamps,KOL1962054,Cash,1200
467,17-Dec-18,KOL12018,Suits,KOL1941221,Cash,3300
468,15-Dec-18,KOL12018,Suits,KOL1912315,Cash,500
469,13-Dec-18,KOL12018,Massager,KOL1984627,Cash,1200
470,15-Dec-18,KOL12018,"Kurta,Salwar",KOL1972116,Credit Card,2300
471,16-Dec-18,KOL12018,Massager,KOL1902487,Cash,3500
472,16-Dec-18,KOL12018,Massager,KOL1914425,Cash,1500
473,20-Dec-18,KOL12018,Garments,KOL1937526,Cash,1050
474,14-Dec-18,KOL12018,Massager,KOL1956030,Cash,9300
475,21-Dec-18,KOL12018,Bedsheet,KOL1985337,Cash,1000
476,21-Dec-18,KOL12018,Massager,KOL1910765,Credit Card,1400
477,21-Dec-18,KOL12018,Garments,KOL1918558,Credit Card,1300
478,22-Dec-18,KOL12018,Jamdani Saree,KOL1942220,Cash,1000
479,13-Dec-18,KOL12018,Garments,KOL1963158,Cash,5000
480,15-Dec-18,KOL12018,Jamdani Saree,KOL1920743,Cash,1000
481,15-Dec-18,KOL12018,Sofa cum bed,KOL1905827,Credit Card,2200
482,24-Dec-18,KOL12018,Bag,KOL1953035,Cash,5000
483,22-Dec-18,KOL12018,Attar,KOL1975026,Cash,200
484,22-Dec-18,KOL12018,Bag,KOL1966456,Cash,3000
485,19-Dec-18,KOL12018,Garments,KOL1910582,Cash,2500
486,19-Dec-18,KOL12018,onyx marble,KOL1918705,Cash,9400
487,24-Dec-18,KOL12018,Suits,KOL1912425,Cash,700
488,22-Dec-18,KOL12018,Saffron,KOL1932725,Cash,6000
489,22-Dec-18,KOL12018,Steam Irons,KOL1936218,Cash,2750
490,18-Dec-18,KOL12018,Furniture,KOL1972280,Cash,1400
491,18-Dec-18,KOL12018,Pens,KOL1944676,Cash,2400
492,23-Dec-18,KOL12018,Garments,KOL1965088,Cash,2900
493,23-Dec-18,KOL12018,Garments,KOL1970625,Cash,5900
494,23-Dec-18,KOL12018,Garments,KOL1965088,Cash,2700
495,20-Dec-18,KOL12018,healthacare products,KOL1983660,Cash,2500
496,23-Dec-18,KOL12018,Home Appliances,KOL1965088,Cash,400
497,23-Dec-18,KOL12018,Jamdani Saree,KOL1987715,Cash,2300
498,23-Dec-18,KOL12018,milk powder,KOL1905732,Cash,52000
499,16-Dec-18,KOL12018,milk powder,KOL1944676,Cash,600
500,23-Dec-18,KOL12018,Suits,KOL1958301,Cash,2700
501,16-Dec-18,KOL12018,Suits,KOL1925783,Cash,500
502,25-Dec-18,KOL12018,Accessories,KOL1948434,Cash,15800
503,24-Dec-18,KOL12018,"Kurta,Wallet",KOL1924718,Cash,4000
504,22-Dec-18,KOL12018,Garments,KOL1912425,Cash,2500
505,24-Dec-18,KOL12018,Jamdani Saree,KOL1902623,Cash,12700
506,18-Dec-18,KOL12018,Accessories,KOL1933344,Cash,6000
507,18-Dec-18,KOL12018,Accessories,KOL1161716,Credit Card,3100
508,18-Dec-18,KOL12018,Garments,KOL1924610,Credit Card,5595
509,18-Dec-18,KOL12018,Garments,KOL1920642,Cash,2800
510,23-Dec-18,KOL12018,Bedsheet,KOL1914425,Cash,2200
511,23-Dec-18,KOL12018,kurti,KOL1944676,Cash,3000
512,23-Dec-18,KOL12018,Suits,KOL1975026,Net Banking,880
513,20-Dec-18,KOL12018,Suits,KOL1983204,Cash,2000
514,18-Dec-18,KOL12018,kurti,KOL1966773,Cash,4300
515,16-Dec-18,KOL12018,Massager,KOL1937526,Cash,1750
516,21-Dec-18,KOL12018,chandelier,KOL1924246,Cash,4750
517,23-Dec-18,KOL12018,Jamdani Saree,KOL1911262,Cash,5200
518,24-Dec-18,KOL12018,Garments,KOL1937526,Cash,800
519,23-Dec-18,KOL12018,Garments,KOL1935708,Cash,5800
520,24-Dec-18,KOL12018,gym products,KOL1972463,Cash,4700
521,23-Dec-18,KOL12018,Salwar,KOL1961087,Credit Card,5000
522,21-Dec-18,KOL12018,Garments,KOL1910765,Credit Card,1060
523,23-Dec-18,KOL12018,Suits,KOL1981218,Cash,39900
524,25-Dec-18,KOL12018,jute bags,KOL1965415,Cash,1250
525,15-Dec-18,KOL12018,Attar,KOL1986657,Credit Card,7700
526,15-Dec-18,KOL12018,Jamdani Saree,KOL1925486,Cash,2000
527,17-Dec-18,KOL12018,Steam Irons,KOL1937576,Credit Card,2750
528,15-Dec-18,KOL12018,Sofa cum bed,KOL1923134,Cash,3400
529,22-Dec-18,KOL12018,Dress material,KOL1932012,Cash,800
530,23-Dec-18,KOL12018,kurti,KOL1187747,Credit Card,2500
531,23-Dec-18,KOL12018,kurti,KOL1920054,Cash,2100
532,21-Dec-18,KOL12018,Suits,KOL1933064,Cash,1100
533,16-Dec-18,KOL12018,Home Appliances,KOL1975026,Cash,3600
534,16-Dec-18,KOL12018,Water purifier,KOL1903710,Cash,4000
535,19-Dec-18,KOL12018,Garments,KOL1176120,Cash,5800
536,25-Dec-18,KOL12018,Garments,KOL1968684,Cash,6520
537,25-Dec-18,KOL12018,"Garments,Accessories",KOL1944353,Credit Card,3300
538,25-Dec-18,KOL12018,"Garments,Accessories",KOL1912425,Cash,1890
539,25-Dec-18,KOL12018,Pulses,KOL1933064,Cash,2000
540,25-Dec-18,KOL12018,Suits,KOL1977367,Cash,5800
541,25-Dec-18,KOL12018,Suits,KOL1932355,Cash,1400
542,25-Dec-18,KOL12018,Suits,KOL1940142,Cash,9800
543,19-Dec-18,KOL12018,Attar,KOL1903710,Cash,700
544,18-Dec-18,KOL12018,Suits,KOL1933060,Cash,1600
545,18-Dec-18,KOL12018,Suits,KOL1944353,Credit Card,1180
546,17-Dec-18,KOL12018,Suits,KOL1912783,Credit Card,5000
547,20-Dec-18,KOL12018,Suits,KOL1960146,Cash,7300
548,16-Dec-18,KOL12018,Suits,KOL1902487,Credit Card,500
549,16-Dec-18,KOL12018,Suits,KOL1975041,Credit Card,2050
550,16-Dec-18,KOL12018,Wood  furniture,KOL1970453,Cash,6500
551,25-Dec-18,KOL12018,Garments,KOL1981721,Cash,1200
552,23-Dec-18,KOL12018,Garments,KOL1962611,Cash,66268
553,21-Dec-18,KOL12018,artificial candle & lights,KOL1918558,Credit Card,2200
554,21-Dec-18,KOL12018,Lamps,KOL1957304,Cash,8500
555,15-Dec-18,KOL12018,Garments,KOL1161716,Credit Card,1500
556,13-Dec-18,KOL12018,Suits,KOL1946602,Cash,550
557,25-Dec-18,KOL12018,Wood  furniture,KOL1910765,Credit Card,4660
558,22-Dec-18,KOL12018,Attar,KOL1961503,Cash,6000
559,24-Dec-18,KOL12018,healthacare products,KOL1920642,Cash,1000
560,24-Dec-18,KOL12018,Suits,KOL1956870,Cash,850
561,25-Dec-18,KOL12018,Cloths,KOL1978245,Cash,1500
562,24-Dec-18,KOL12018,Etthnic Wear,KOL1923042,Cash,2700
563,24-Dec-18,KOL12018,Suits,KOL1106585,Cash,5000
564,25-Dec-18,KOL12018,Bedsheet,KOL1928043,Cash,4400
565,19-Dec-18,KOL12018,Bag,KOL1912315,Cash,5000
566,19-Dec-18,KOL12018,Furniture,KOL1935303,Cash,1720
567,19-Dec-18,KOL12018,Garments,KOL1903257,Cash,3200
568,19-Dec-18,KOL12018,wall hanging,KOL1926231,Cash,1600
569,24-Dec-18,KOL12018,Jamdani Saree,KOL1975026,Cash,550
570,21-Dec-18,KOL12018,Bedsheet,KOL1941221,Cash,2000
571,21-Dec-18,KOL12018,Necklace,KOL1935303,Cash,1800
572,18-Dec-18,KOL12018,Steam Irons,KOL1903257,Cash,1800
573,22-Dec-18,KOL12018,Suits,KOL1918558,Credit Card,2500
574,25-Dec-18,KOL12018,Garments,KOL1987580,Cash,7000
575,19-Dec-18,KOL12018,Saree,KOL1981255,Cash,42000
576,23-Dec-18,KOL12018,Garments,KOL1942220,Cash,1500
577,15-Dec-18,KOL12018,Home Appliances,KOL1905827,Credit Card,1600
578,15-Dec-18,KOL12018,Home Appliances,KOL1902487,Credit Card,3000
579,15-Dec-18,KOL12018,Sofa cum bed,KOL1906145,Cash,800
580,15-Dec-18,KOL12018,Sofa cum bed,KOL1904435,Cash,1080
581,15-Dec-18,KOL12018,Sofa cum bed,KOL1945723,Cash,2750
582,22-Dec-18,KOL12018,Photo frame,KOL1928611,Cash,2805
583,14-Dec-18,KOL12018,Suits,KOL1902487,Cash,5000
584,14-Dec-18,KOL12018,Suits,KOL1971761,Cash,5000
585,25-Dec-18,KOL12018,Garments,KOL1968415,Cash,34800
586,25-Dec-18,KOL12018,Garments,KOL1968833,Cash,1500
587,21-Dec-18,KOL12018,Suits,KOL1904882,Cash,6800
588,25-Dec-18,KOL12018,Tea,KOL1944720,Cash,1500
589,25-Dec-18,KOL12018,Steam Irons,KOL1912036,Cash,38990
590,23-Dec-18,KOL12018,Garments,KOL1907116,Cash,5160
591,19-Dec-18,KOL12018,Mattress,KOL1905087,Cash,6900
592,23-Dec-18,KOL12018,Jamdani Saree,KOL1156675,Cash,2190
593,23-Dec-18,KOL12018,Suits,KOL1912362,Cash,1300
594,21-Dec-18,KOL12018,Jamdani Saree,KOL1961210,Cash,3500
595,22-Dec-18,KOL12018,jute bags,KOL1941135,Cash,2500
596,13-Dec-18,KOL12018,Flavored Drinks,KOL1953453,Cash,2000
597,22-Dec-18,KOL12018,Suits,KOL1913544,Cash,4000
598,25-Dec-18,KOL12018,Air Cooler,KOL1973262,Cash,1800
599,23-Dec-18,KOL12018,Garments,KOL1964536,Cash,4400
600,23-Dec-18,KOL12018,Attar,KOL1965142,Credit Card,28500
601,23-Dec-18,KOL12018,Flavored Drinks,KOL1974035,Net Banking,2250
602,23-Dec-18,KOL12018,Home Appliances,KOL1932274,Cash,13500
603,15-Dec-18,KOL12018,Massager,KOL1926636,Cash,6300
604,22-Dec-18,KOL12018,Home Appliances,KOL1937042,Cash,5500
605,22-Dec-18,KOL12018,Saffron,KOL1980180,Cash,1300
606,18-Dec-18,KOL12018,Garments,KOL1986282,Cash,5000
607,22-Dec-18,KOL12018,Jewellery,KOL1905636,Cash,4000
608,19-Dec-18,KOL12018,Water purifier,KOL1944720,Cash,1600
609,20-Dec-18,KOL12018,healthacare products,KOL1904122,Cash,500
610,20-Dec-18,KOL12018,Massager,KOL1944720,Cash,1000
611,24-Dec-18,KOL12018,Suits,KOL1966557,Credit Card,5700
612,16-Dec-18,KOL12018,Tableware,KOL1937042,Cash,2700
613,25-Dec-18,KOL12018,Garments,KOL1905087,Cash,3000
614,25-Dec-18,KOL12018,Garments,KOL1947603,Cash,3000
615,13-Dec-18,KOL12018,Garments,KOL1980180,Cash,4000
616,13-Dec-18,KOL12018,Suits,KOL1968833,Cash,1100
617,14-Dec-18,KOL12018,Massager,KOL1941135,Cash,850
618,15-Dec-18,KOL12018,Garments,KOL1943716,Cash,4500
619,24-Dec-18,KOL12018,Bag,KOL1947603,Cash,1500
620,17-Dec-18,KOL12018,Suits,KOL1966261,Cash,3500
621,17-Dec-18,KOL12018,wall hanging,KOL1912362,Cash,990
622,19-Dec-18,KOL12018,Massager,KOL1933828,Cash,2500
623,18-Dec-18,KOL12018,Product Name dummy text,KOL1961210,Cash,1500
624,19-Dec-18,KOL12018,Garments,KOL1931788,Credit Card,13050
625,18-Dec-18,KOL12018,Carpet,KOL1905636,Cash,1300
626,23-Dec-18,KOL12018,Garments,KOL1947622,Cash,2400
627,18-Dec-18,KOL12018,Garments,KOL1968211,Cash,1200
628,23-Dec-18,KOL12018,Suits,KOL1944720,Cash,500
629,23-Dec-18,KOL12018,Suits,KOL1115247,Cash,4500
630,23-Dec-18,KOL12018,Jamdani Saree,KOL1952428,Cash,890
631,22-Dec-18,KOL12018,Massager,KOL1952428,Cash,9500
632,22-Dec-18,KOL12018,Mixer,KOL1115247,Cash,2800
633,23-Dec-18,KOL12018,Flavored Drinks,KOL1983277,Cash,2100
634,23-Dec-18,KOL12018,Flavored Drinks,KOL1106072,Cash,25850
635,23-Dec-18,KOL12018,kurti,KOL1965142,Cash,28500
636,23-Dec-18,KOL12018,Steam Irons,KOL1966261,Cash,4500
637,16-Dec-18,KOL12018,Wallet,KOL1982531,Cash,1500
638,20-Dec-18,KOL12018,Suits,KOL1968833,Cash,900
639,20-Dec-18,KOL12018,Suits,KOL1982531,Cash,2500
640,25-Dec-18,KOL12018,Suits,KOL1927063,Cash,6000
641,23-Dec-18,KOL12018,Massager,KOL1934573,Cash,7400
642,22-Dec-18,KOL12018,Suits,KOL1915660,Cash,1600
643,23-Dec-18,KOL12018,chandelier,KOL1934527,Cash,24300
644,23-Dec-18,KOL12018,Furniture,KOL1943716,Credit Card,5000
645,24-Dec-18,KOL12018,Tea,KOL1930467,Cash,4800
646,24-Dec-18,KOL12018,Sofa cum bed,KOL1160326,Cash,6300
647,22-Dec-18,KOL12018,Carpet,KOL1973262,Cash,1200
648,22-Dec-18,KOL12018,Garments,KOL1968211,Cash,550
649,22-Dec-18,KOL12018,Product Name dummy text,KOL1947603,Credit Card,3500
650,23-Dec-18,KOL12018,Garments,KOL1944720,Credit Card,1050
651,23-Dec-18,KOL12018,Garments,KOL1953453,Cash,3400
652,23-Dec-18,KOL12018,Suits,KOL1968211,Cash,1580
653,23-Dec-18,KOL12018,Fruits,KOL1944720,Cash,1100
654,23-Dec-18,KOL12018,Garments,KOL1924813,Cash,5000
655,23-Dec-18,KOL12018,Steam Irons,KOL1962428,Cash,6750
656,15-Dec-18,KOL12018,Jamdani Saree,KOL1933828,Cash,3000
657,25-Dec-18,KOL12018,Fruit Juices,KOL1906528,Cash,9000
658,25-Dec-18,KOL12018,Garments,KOL1156675,Cash,3050
659,21-Dec-18,KOL12018,Product Name dummy text,KOL1938713,Cash,8050
660,25-Dec-18,KOL12018,Suits,KOL1937042,Cash,3500
661,22-Dec-18,KOL12018,Furniture,KOL1962428,Cash,20000
662,23-Dec-18,KOL12018,Garments,KOL1974523,Credit Card,11500
663,23-Dec-18,KOL12018,Tableware,KOL1934573,Cash,20000
664,22-Dec-18,KOL12018,Steam Irons,KOL1968833,Cash,1200
665,22-Dec-18,KOL12018,Suits,KOL1922387,Cash,6300
666,23-Dec-18,KOL12018,Suits,KOL1972641,Cash,4000
667,23-Dec-18,KOL12018,Etthnic Wear,KOL1914154,Cash,4500
668,23-Dec-18,KOL12018,Suits,KOL1948585,Cash,2500
669,22-Dec-18,KOL12018,Jamdani Saree,KOL1987052,Cash,1800
670,18-Dec-18,KOL12018,Wood  furniture,KOL1922728,Cash,13500
671,23-Dec-18,KOL12018,Jamdani Saree,KOL1971283,Cash,6750
672,22-Dec-18,KOL12018,Sofa cum bed,KOL1986534,Cash,4800
673,25-Dec-18,KOL12018,Meditation session,KOL1975106,Cash,17500
674,15-Dec-18,KOL12018,chandelier,KOL1978370,Cash,900
675,15-Dec-18,KOL12018,Suits,KOL1912005,Cash,9000
676,21-Dec-18,KOL12018,Carpet,KOL1972851,Cash,1200
677,15-Dec-18,KOL12018,Shoes,KOL1955547,Cash,1800
678,25-Dec-18,KOL12018,Flavored Drinks,KOL1936451,Credit Card,2680
679,25-Dec-18,KOL12018,Garments,KOL1971254,Cash,19500
680,15-Dec-18,KOL12018,healthacare products,KOL1920346,Cash,2800
681,15-Dec-18,KOL12018,Home Appliances,KOL1982625,Cash,1120
682,25-Dec-18,KOL12018,"scarfs,Suits,Kurta",KOL1945780,Cash,21900
683,25-Dec-18,KOL12018,Suits,KOL1970165,Cash,2800
684,15-Dec-18,KOL12018,Suits,KOL1943005,Cash,1000
685,23-Dec-18,KOL12018,Home Appliances,KOL1967114,Cash,5000
686,22-Dec-18,KOL12018,Ceramic ware,KOL1953783,Credit Card,4000
687,22-Dec-18,KOL12018,Tea,KOL1943005,,3000
688,25-Dec-18,KOL12018,Mattress,KOL1987052,Cash,1600
689,15-Dec-18,KOL12018,Electric Tandoor,KOL1930215,Cash,2500
690,15-Dec-18,KOL12018,Jamdani Saree,KOL1942082,Cash,2300
691,15-Dec-18,KOL12018,kurti,KOL1960888,Cash,2400
692,23-Dec-18,KOL12018,Crockery,KOL1935352,Cash,5700
693,23-Dec-18,KOL12018,Suits,KOL1914154,Cash,1000
694,25-Dec-18,KOL12018,Jamdani Saree,KOL1957424,Cash,3500
695,25-Dec-18,KOL12018,Jamdani Saree,KOL1916230,Cash,5000
696,25-Dec-18,KOL12018,Wooden Products,KOL1957424,Cash,2000
697,19-Dec-18,KOL12018,Suits,KOL1944676,Credit Card,2750
698,14-Dec-18,KOL12018,Suits,KOL1947523,Cash,11050
699,18-Dec-18,KOL12018,Garments,KOL1950435,Cash,6800
700,15-Dec-18,KOL12018,Saree,KOL1967114,Cash,1750
701,23-Dec-18,KOL12018,Suits,KOL1920678,Cash,2000
702,23-Dec-18,KOL12018,Suits,KOL1933577,Cash,3000
703,23-Dec-18,KOL12018,Suits,KOL1921876,Cash,5000
704,23-Dec-18,KOL12018,kurti,KOL1974811,Cash,1500
705,22-Dec-18,KOL12018,Electric Tandoor,KOL1948585,Cash,900
706,24-Dec-18,KOL12018,Saree,KOL1960888,Cash,2500
707,25-Dec-18,KOL12018,Cloths,KOL1942082,Cash,860
708,25-Dec-18,KOL12018,Cloths,KOL1953783,Credit Card,2300
709,25-Dec-18,KOL12018,Duppatta,KOL1927200,Cash,3800
710,14-Dec-18,KOL12018,Steam Irons,KOL1940066,Cash,2195
711,14-Dec-18,KOL12018,Suits,KOL1936451,Credit Card,7490
712,25-Dec-18,KOL12018,Garments,KOL1972725,Credit Card,2700
713,25-Dec-18,KOL12018,Mattress,KOL1912375,Cash,1300
714,25-Dec-18,KOL12018,Mattress,KOL1978370,Cash,4100
715,24-Dec-18,KOL12018,Suits,KOL1933577,Cash,1200
716,22-Dec-18,KOL12018,Carpet,KOL1973421,Cash,5500
717,15-Dec-18,KOL12018,Massager,KOL1912075,Cash,8000
718,24-Dec-18,KOL12018,Sofa cum bed,KOL1913123,Cash,139000
719,24-Dec-18,KOL12018,Suits,KOL1944136,Cash,4000
720,15-Dec-18,KOL12018,Wood  furniture,KOL1984654,Cash,1730
721,22-Dec-18,KOL12018,Bedsheet,KOL1964521,Cash,1050
722,22-Dec-18,KOL12018,jute bags,KOL1943005,Cash,2000
723,22-Dec-18,KOL12018,Suits,KOL1912375,Cash,5200
724,23-Dec-18,KOL12018,Wood  furniture,KOL1948585,Cash,900
725,24-Dec-18,KOL12018,kurti,KOL1964521,Cash,490
726,24-Dec-18,KOL12018,Tableware,KOL1972851,Cash,9500
727,14-Dec-18,KOL12018,Necklace,KOL1980312,Cash,5000
728,24-Dec-18,KOL12018,Sofa cum bed,KOL1930215,Cash,2700
729,22-Dec-18,KOL12018,Garments,KOL1972725,Credit Card,10500
730,22-Dec-18,KOL12018,Suits,KOL1957325,Cash,7000
731,18-Dec-18,KOL12018,Garments,KOL1928217,Cash,5800
732,24-Dec-18,KOL12018,Garments,KOL1984642,Cash,5500
733,15-Dec-18,KOL12018,Sofa cum bed,KOL1964521,Cash,1300
734,15-Dec-18,KOL12018,Sofa cum bed,KOL1922285,Cash,5000
735,24-Dec-18,KOL12018,Jamdani Saree,KOL1930514,Cash,6000
736,15-Dec-18,KOL12018,Crockery,KOL1927200,Cash,1400
737,15-Dec-18,KOL12018,Suits,KOL1987052,Cash,1600
738,23-Dec-18,KOL12018,Wood  furniture,KOL1980167,Cash,6800
739,21-Dec-18,KOL12018,Wood  furniture,KOL1961460,Cash,7100
740,18-Dec-18,KOL12018,kurti,KOL1903674,Cash,6300
741,21-Dec-18,KOL12018,Garments,KOL1901571,Cash,2400
742,23-Dec-18,KOL12018,gym products,KOL1964521,Cash,2500
743,24-Dec-18,KOL12018,Crockery,KOL1987052,Cash,1800
744,23-Dec-18,KOL12018,Jamdani Saree,KOL1987008,Cash,1700
745,17-Dec-18,KOL12018,Photo frame,KOL1961460,Cash,2700
746,18-Dec-18,KOL12018,Jamdani Saree,KOL1922041,Cash,12500
747,18-Dec-18,KOL12018,Jamdani Saree,KOL1930471,Cash,400
748,18-Dec-18,KOL12018,Tea,KOL1920678,Cash,4050
749,22-Dec-18,KOL12018,kurti,KOL1984512,Cash,6800
750,23-Dec-18,KOL12018,Wood  furniture,KOL1960888,Cash,3600
751,25-Dec-18,KOL12018,Garments,KOL1987052,Cash,3200
752,24-Dec-18,KOL12018,Necklace,KOL1986667,Cash,5100
753,24-Dec-18,KOL12018,Necklace,KOL1905753,Cash,2450
754,20-Dec-18,KOL12018,Tea,KOL1953783,Cash,1300
755,18-Dec-18,KOL12018,Garments,KOL1938578,Cash,6800
756,24-Dec-18,KOL12018,kurti,KOL1923525,Cash,3150
757,18-Dec-18,KOL12018,Suits,KOL1917458,Cash,38500
758,18-Dec-18,KOL12018,Suits,KOL1942082,Cash,2450
759,24-Dec-18,KOL12018,Furniture,KOL1944676,Cash,1000
760,15-Dec-18,KOL12018,Sofa cum bed,KOL1944676,Cash,900
761,15-Dec-18,KOL12018,Sofa cum bed,KOL1955547,Cash,2300
762,25-Dec-18,KOL12018,Sofa cum bed,KOL1924838,Cash,900
763,21-Dec-18,KOL12018,Furniture,KOL1970165,Cash,3000
764,21-Dec-18,KOL12018,Sofa cum bed,KOL1964521,Cash,800
765,22-Dec-18,KOL12018,Ceramic ware,KOL1977614,Cash,2200
766,22-Dec-18,KOL12018,jute bags,KOL1930471,Cash,700
767,22-Dec-18,KOL12018,Suits,KOL1944676,Credit Card,1850
768,22-Dec-18,KOL12018,healthacare products,KOL1934835,Cash,3700
769,16-Dec-18,KOL12018,Attar,KOL1960888,Cash,3200
770,16-Dec-18,KOL12018,Crockery,KOL1934150,Cash,2000
771,16-Dec-18,KOL12018,onyx marble,KOL1984654,Credit Card,3250
772,16-Dec-18,KOL12018,Suits,KOL1923525,Cash,1950
773,14-Dec-18,KOL12018,Crockery,KOL1930471,Cash,500
774,13-Dec-18,KOL12018,Crockery,KOL1948585,Cash,1000
775,14-Dec-18,KOL12018,Garments,KOL1920274,Cash,7600
